name,url,remote_support,adaptive_support,description,job_levels,languages,duration_minutes,test_type
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,Yes,No,"Split Screen Typing Test - Form 1 Description This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken. Job levels Entry-Level, Languages English (USA), English (Australia), English International, Assessment length Approximate Completion Time in minutes = 6 Test Type: A K","['Entry-Level', '']","['English (USA)', 'English (Australia)', 'English International', '']",6,"['A', 'K']"
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,Yes,No,"Spring (New) Description Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 9 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",9,['K']
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,Yes,No,"SQL (New) Description Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 9 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",9,['K']
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,Yes,No,"SQL Server (New) Description Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 11 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",11,['K']
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Yes,No,"SQL Server Analysis Services (SSAS) (New) Description Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 15 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",15,['K']
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,Yes,No,"SQL Server Integration Services (SSIS) (New) Description Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 10 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",10,['K']
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Yes,No,"SQL Server Reporting Services (SSRS) (New) Description Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 10 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",10,['K']
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Yes,No,"Statistical Analysis System (New) Description Multi-choice test that measures the ability to use the SAS software for statistical analysis. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 11 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",11,['K']
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,Yes,No,"Struts (New) Description Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 5 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",5,['K']
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,Yes,No,"SVAR - Spoken English (AUS) Description An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = - Test Type: S","['Entry-Level', '']","['English (USA)', '']",,['S']
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No,"SVAR - Spoken English (Indian Accent) (New) Description An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = - Test Type: S","['Entry-Level', '']","['English (USA)', '']",,['S']
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No,"SVAR - Spoken English (U.K.) Description An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Languages English International, Assessment length Approximate Completion Time in minutes = - Test Type: S","['Entry-Level', '']","['English International', '']",,['S']
SVAR - Spoken English (US)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,Yes,No,"SVAR - Spoken English (US) (New) Description An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = - Test Type: S","['Entry-Level', '']","['English (USA)', '']",,['S']
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,Yes,No,"SVAR - Spoken French (Canadian) (New) Description Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Languages French (Canada), Assessment length Approximate Completion Time in minutes = - Test Type: S","['Entry-Level', '']","['French (Canada)', '']",,['S']
SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No,"SVAR - Spoken French (European) (New) Description Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Languages French, Assessment length Approximate Completion Time in minutes = - Test Type: S","['Entry-Level', '']","['French', '']",,['S']
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No,"SVAR - Spoken Spanish (Castilian) (New) Description Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Languages Spanish, Assessment length Approximate Completion Time in minutes = - Test Type: S","['Entry-Level', '']","['Spanish', '']",,['S']
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Yes,No,"SVAR - Spoken Spanish (North American) (New) Description Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Job levels Entry-Level, Languages Latin American Spanish, Assessment length Approximate Completion Time in minutes = - Test Type: S","['Entry-Level', '']","['Latin American Spanish', '']",,['S']
Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,Yes,No,"Swing (New) Description Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 4 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",4,['K']
Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,Yes,No,"Tableau (New) Description Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 8 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",8,['K']
Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,Yes,No,"Telecommunications Engineering (New) Description Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering. Job levels Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 7 Test Type: K","['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['English (USA)', '']",7,['K']
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,Yes,No,"Teradata Development (New) Description Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 9 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",9,['K']
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,Yes,Yes,"Time Management (U.S.) Description This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters. Job levels Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 15 to 35 Test Type: K","['Entry-Level', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",15,['K']
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,Yes,Yes,"Training Development Description The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Media, Project Management Plan, Purpose of Training, Training Delivery, and Writing Instructional Objectives. Job levels Front Line Manager, Manager, Languages English (USA), Assessment length Approximate Completion Time in minutes = 15 to 35 Test Type: K","['Front Line Manager', 'Manager', '']","['English (USA)', '']",15,['K']
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,Yes,No,"Typing (New) Description Typing based test that evaluates typing speed and accuracy. Job levels Entry-Level, Languages English (USA), Assessment length Approximate Completion Time in minutes = 2 Test Type: S","['Entry-Level', '']","['English (USA)', '']",2,['S']
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,"UiPath RPA Development (New) Description Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 8 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",8,['K']
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,"Universal Competency Framework Interview Guide Description The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions. NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor Job levels Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Languages English International, Swedish, German, Finnish, Test Type: C P","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['English International', 'Swedish', 'German', 'Finnish', '']",,"['C', 'P']"
Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,"Universal Competency Framework Job profiling guide Description The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and the likelihood of being able to succeed in a given role and in a given environment Job levels Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Languages English International, Portuguese, Assessment length Approximate Completion Time in minutes = Untimed Test Type: C P","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['English International', 'Portuguese', '']",Untimed,"['C', 'P']"
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,"Universal Competency Framework Profiler Cards (44) Description The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world. Job levels Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Languages Portuguese (Brazil), Latin American Spanish, French, Chinese Simplified, Icelandic, Lithuanian, Danish, Dutch, English International, Finnish, German, Italian, Norwegian, Portuguese, Spanish, English (USA), Swedish, Assessment length Approximate Completion Time in minutes = Untimed Test Type: C P","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', '']","['Portuguese (Brazil)', 'Latin American Spanish', 'French', 'Chinese Simplified', 'Icelandic', 'Lithuanian', 'Danish', 'Dutch', 'English International', 'Finnish', 'German', 'Italian', 'Norwegian', 'Portuguese', 'Spanish', 'English (USA)', 'Swedish', '']",Untimed,"['C', 'P']"
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,Yes,No,"UNIX (New) Description Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 9 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",9,['K']
VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,Yes,No,"VB.NET (New) Description Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI. Job levels Mid-Professional, Professional Individual Contributor, Languages English (USA), Assessment length Approximate Completion Time in minutes = 10 Test Type: K","['Mid-Professional', 'Professional Individual Contributor', '']","['English (USA)', '']",10,['K']
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Yes,Yes,"Verify - Deductive Reasoning Description The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability. The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to: •	draw logical conclusions based on information provided •	identify strengths and weaknesses of arguments •	complete scenarios using incomplete information The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data. This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to: •	evaluate arguments •	analyse scenarios •	draw logical conclusions Job levels Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian, Assessment length Approximate Completion Time in minutes = 20 Test Type: A","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Arabic', 'French (Canada)', 'Portuguese (Brazil)', 'Chinese Traditional', 'Chinese Simplified', 'Czech', 'Danish', 'Dutch', 'Finnish', 'French', 'German', 'Greek', 'Hungarian', 'Indonesian', 'English International', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Serbian', 'Slovak', 'Spanish', 'Swedish', 'Thai', 'Turkish', 'English (USA)', 'Norwegian', '']",20,['A']
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Yes,No,"Verify - Following Instructions Description This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given. Job levels Entry-Level, Languages Latin American Spanish, Arabic, Chinese Simplified, German, French, Italian, Dutch, English (USA), English International, Assessment length Approximate Completion Time in minutes = 8 Test Type: A","['Entry-Level', '']","['Latin American Spanish', 'Arabic', 'Chinese Simplified', 'German', 'French', 'Italian', 'Dutch', 'English (USA)', 'English International', '']",8,['A']
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,Yes,Yes,"Verify - G+ Description The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require these abilities include, but are not limited to: evaluating arguments, analyzing scenarios, working with data, doing mathematical computations, interpreting graphs and tables, and drawing logical conclusions. The G+ test, due to its adaptive nature, is appropriate for all job levels and roles. Job levels General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager, Languages Romanian, English (USA), English International, French (Canada), Latin American Spanish, Arabic, Dutch, French, German, Swedish, Chinese Simplified, Chinese Traditional, Czech, Danish, Greek, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese, Thai, Turkish, Finnish, Japanese, Spanish, Indonesian, Russian, Slovak, Serbian, Portuguese (Brazil), Vietnamese, Assessment length Approximate Completion Time in minutes = 36 Test Type: A","['and roles. Job levels General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', 'Entry-Level', 'Executive', 'Front Line Manager', '']","['Romanian', 'English (USA)', 'English International', 'French (Canada)', 'Latin American Spanish', 'Arabic', 'Dutch', 'French', 'German', 'Swedish', 'Chinese Simplified', 'Chinese Traditional', 'Czech', 'Danish', 'Greek', 'Hungarian', 'Italian', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Thai', 'Turkish', 'Finnish', 'Japanese', 'Spanish', 'Indonesian', 'Russian', 'Slovak', 'Serbian', 'Portuguese (Brazil)', 'Vietnamese', '']",36,['A']
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,Yes,Yes,"Verify - General Ability Screen Description The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ . Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. As the name suggests, the test is designed to be used in screening or sifting processes Job levels Entry-Level, Languages German, French (Canada), English (USA), English International, Latin American Spanish, Dutch, French, Chinese Simplified, Portuguese (Brazil), Turkish, Japanese, Assessment length Approximate Completion Time in minutes = 10 Test Type: A","['Entry-Level', '']","['German', 'French (Canada)', 'English (USA)', 'English International', 'Latin American Spanish', 'Dutch', 'French', 'Chinese Simplified', 'Portuguese (Brazil)', 'Turkish', 'Japanese', '']",10,['A']
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,Yes,"Verify - Inductive Reasoning (2014) Description Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development. Job levels Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Languages Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Finnish, French, Hungarian, Indonesian, English International, Italian, Latin American Spanish, Norwegian, Portuguese, Russian, Thai, English (USA), French (Canada), Dutch, Polish, Slovak, Arabic, German, Greek, Japanese, Korean, Romanian, Serbian, Spanish, Swedish, Turkish, Assessment length Approximate Completion Time in minutes = 24 Test Type: A","['Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', 'Entry-Level', '']","['Portuguese (Brazil)', 'Chinese Traditional', 'Chinese Simplified', 'Czech', 'Danish', 'Finnish', 'French', 'Hungarian', 'Indonesian', 'English International', 'Italian', 'Latin American Spanish', 'Norwegian', 'Portuguese', 'Russian', 'Thai', 'English (USA)', 'French (Canada)', 'Dutch', 'Polish', 'Slovak', 'Arabic', 'German', 'Greek', 'Japanese', 'Korean', 'Romanian', 'Serbian', 'Spanish', 'Swedish', 'Turkish', '']",24,['A']
Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,Yes,Yes,"Verify - Numerical Ability Description The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to: •	Derive the numerical problem from a written problem •	Calculate the answer to numerical equations •	Work with numerical data in a realistic workplace context The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details. Job levels Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Languages Arabic, Portuguese (Brazil), French (Canada), Chinese Simplified, Czech, Dutch, Finnish, French, German, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Norwegian, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Turkish, English (USA), Latin American Spanish, Polish, Serbian, Chinese Traditional, Danish, Thai, Greek, Assessment length Approximate Completion Time in minutes = 20 Test Type: A","['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', '']","['Arabic', 'Portuguese (Brazil)', 'French (Canada)', 'Chinese Simplified', 'Czech', 'Dutch', 'Finnish', 'French', 'German', 'Hungarian', 'Indonesian', 'English International', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Portuguese', 'Romanian', 'Russian', 'Slovak', 'Spanish', 'Swedish', 'Turkish', 'English (USA)', 'Latin American Spanish', 'Polish', 'Serbian', 'Chinese Traditional', 'Danish', 'Thai', 'Greek', '']",20,['A']
Verify - Technical Checking - Next Generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,"Verify - Technical Checking - Next Generation Description The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules. Job levels Entry-Level, Languages Latin American Spanish, English (USA), English International, French, German, Italian, Dutch, Chinese Simplified, Assessment length Approximate Completion Time in minutes = 5 Test Type: A","['and job titles', 'but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules. Job levels Entry-Level', '']","['Latin American Spanish', 'English (USA)', 'English International', 'French', 'German', 'Italian', 'Dutch', 'Chinese Simplified', '']",5,['A']
Verify - Verbal Ability - Next Generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,Yes,"Verify - Verbal Ability - Next Generation Description The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles. Job levels General Population, Graduate, Executive, Director, Entry-Level, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, Languages English (USA), English International, Assessment length Approximate Completion Time in minutes = 15 minutes Test Type: A","['and roles. Job levels General Population', 'Graduate', 'Executive', 'Director', 'Entry-Level', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Front Line Manager', '']","['English (USA)', 'English International', '']",15,['A']
Verify - Working with Information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/,Yes,No,"Verify - Working with Information Description This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions. Job levels Entry-Level, Languages Greek, Arabic, Chinese Simplified, German, French, Italian, Dutch, English International, English (USA), Latin American Spanish, Assessment length Approximate Completion Time in minutes = 10 Test Type: A","['Entry-Level', '']","['Greek', 'Arabic', 'Chinese Simplified', 'German', 'French', 'Italian', 'Dutch', 'English International', 'English (USA)', 'Latin American Spanish', '']",10,['A']
Verify G+ - Ability Test Report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,"Verify G+ - Ability Test Report Description The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user. Test Type: A",,,,['A']
Verify G+ - Candidate Report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,Yes,No,"Verify G+ - Candidate Report Description The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report. Test Type: A",,,,['A']
Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,Verify Interactive Ability Report Description Verify Interactive Ability Report Test Type: A,,,,['A']
Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,Verify Interactive G+ Candidate Report Description Verify Interactive G+ Candidate Report Test Type: A,,,,['A']
